Calibration notes.

With 0 ohms (shorted on breadboard)

994.51, 36208.89, 986.33, 79357.14, 905.64, 96936.48, 498.66, 99563.79
995.00, 39760.98, 986.69, 81571.56, 905.88, 97214.14, 500.24, 100197.80
995.12, 40760.00, 986.33, 79357.14, 906.86, 98339.32, 498.78, 99612.42
994.75, 37902.33, 985.96, 77258.26, 906.25, 97633.33, 500.49, 100295.70
994.75, 37902.33, 986.82, 82337.04, 907.23, 98767.37, 498.90, 99661.07
995.73, 46611.43, 987.18, 84720.95, 906.62, 98055.82, 499.02, 99709.75
995.61, 45311.11, 985.96, 77258.26, 905.88, 97214.14, 500.85, 100442.72
995.48, 44081.08, 987.30, 85546.15, 906.13, 97493.24, 500.73, 100393.69
994.51, 36208.89, 986.82, 82337.04, 906.74, 98197.38, 498.90, 99661.07
996.34, 54413.33, 987.30, 85546.15, 904.30, 95434.69, 498.66, 99563.79
994.63, 37036.36, 986.45, 80081.98, 906.74, 98197.38, 500.49, 100295.70
994.51, 36208.89, 986.69, 81571.56, 906.25, 97633.33, 500.37, 100246.74

1M

996.22, 52651.61, 996.95, 359348.00, 987.06, 770458.49, 899.29, 893862.67
997.68, 86031.58, 996.34, 299273.33, 987.79, 817292.00, 900.02, 901144.44
997.68, 86031.58, 997.68, 473173.68, 987.55, 801068.63, 897.71, 878443.20
997.80, 90822.22, 996.70, 332648.15, 987.55, 801068.63, 900.27, 903595.47
997.44, 77819.05, 996.83, 345484.62, 987.67, 809100.00, 901.37, 914775.25
997.44, 77819.05, 996.58, 320728.57, 988.65, 879568.82, 899.29, 893862.67
996.95, 65336.00, 996.09, 280500.00, 990.11, 1011371.60, 898.07, 881958.92
997.92, 96176.47, 996.83, 345484.62, 989.01, 909224.44, 899.29, 893862.67
997.80, 90822.22, 995.73, 256362.86, 988.28, 851766.67, 899.54, 896278.13
996.70, 60481.48, 996.83, 345484.62, 988.40, 860838.95, 898.80, 889066.71
997.19, 71034.78, 996.95, 359348.00, 987.79, 817292.00, 898.56, 886686.04
